trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",25,0,-157.8622839854151,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.99999975}",25,0,-118.01443698119292,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
3,False,"{'a': 0.5, 'e': 0.999999}",25,7,-81.46329903490732,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 1}",1
4,False,"{'a': 0.5, 'e': 0.99999775}",25,0,-252.0878897812375,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 5}",0
5,False,"{'a': 0.5, 'e': 0.999996}",25,0,-142.2356829936377,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.99999375}",25,17,-6.8119186903898,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
7,False,"{'a': 0.5, 'e': 0.999991}",20,0,-132.50508409852216,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
8,False,"{'a': 0.5, 'e': 0.99998775}",25,0,-97.43619944472685,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
9,False,"{'a': 0.5, 'e': 0.999984}",25,16,-56.668870961739444,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
10,False,"{'a': 0.5, 'e': 0.99997975}",30,0,-237.62341340157488,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 5}",0
11,False,"{'a': 0.5, 'e': 0.999975}",25,0,-100.08973763405515,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.99996975}",20,0,-157.21250729778131,"{0: 11, 1: 4, 2: 1, 3: 1, 4: 3}",0
13,False,"{'a': 0.5, 'e': 0.999964}",20,0,-47.698915214428276,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
14,False,"{'a': 0.5, 'e': 0.99995775}",20,0,-56.36067441743649,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.999951}",25,0,-180.1565930515528,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
16,False,"{'a': 0.5, 'e': 0.99994375}",25,0,-57.17055601996155,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.999936}",20,0,-177.17882058702168,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
18,False,"{'a': 0.5, 'e': 0.99992775}",25,0,-60.44732695232399,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.999919}",25,0,-126.29950979210298,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.99990975}",25,0,-87.7189955751822,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.9999}",20,0,-12.276671033207307,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
22,False,"{'a': 0.5, 'e': 0.99988975}",20,0,-86.96809254723304,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
23,False,"{'a': 0.5, 'e': 0.999879}",20,0,-80.56213115799625,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.99986775}",30,0,-9.313780676950385,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
25,False,"{'a': 0.5, 'e': 0.999856}",20,0,-48.331232644436824,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.99984375}",20,0,-131.91144337247164,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.999831}",20,3,2.6161647943219526,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
28,False,"{'a': 0.5, 'e': 0.99981775}",25,0,-46.871402281955206,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
29,False,"{'a': 0.5, 'e': 0.999804}",25,0,-125.04875711837882,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
30,False,"{'a': 0.5, 'e': 0.99978975}",30,0,-81.44085731279313,"{0: 18, 1: 5, 2: 6, 3: 1, 4: 0}",0
31,False,"{'a': 0.5, 'e': 0.999775}",20,0,-77.13651188585199,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
32,False,"{'a': 0.5, 'e': 0.99975975}",25,0,-135.08917026447742,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 2}",0
33,False,"{'a': 0.5, 'e': 0.999744}",35,0,-332.1827363972894,"{0: 18, 1: 0, 2: 11, 3: 0, 4: 6}",0
34,False,"{'a': 0.5, 'e': 0.99972775}",20,0,-98.22672294821241,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
35,False,"{'a': 0.5, 'e': 0.999711}",30,0,-76.01327781357459,"{0: 21, 1: 2, 2: 5, 3: 2, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.99969375}",30,0,-167.3029592661989,"{0: 14, 1: 8, 2: 6, 3: 0, 4: 2}",1
37,False,"{'a': 0.5, 'e': 0.999676}",20,0,-88.48544591411084,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.99965775}",20,0,-176.41721222570604,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
39,False,"{'a': 0.5, 'e': 0.999639}",25,9,-12.795655365129754,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
40,False,"{'a': 0.5, 'e': 0.99961975}",30,0,-129.90657121655917,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.9996}",25,0,-147.59580719236914,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
42,False,"{'a': 0.5, 'e': 0.99957975}",25,0,-157.83034671977927,"{0: 11, 1: 2, 2: 10, 3: 1, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.999559}",20,0,-51.14522147500909,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.99953775}",30,0,-146.6445451337008,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
45,False,"{'a': 0.5, 'e': 0.999516}",25,0,-19.024811168872482,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.99949375}",20,0,-10.493156283785323,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.999471}",25,0,-130.3632980973056,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
48,False,"{'a': 0.5, 'e': 0.99944775}",25,0,-112.45501381404003,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.999424}",20,0,-66.41004434490816,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
50,False,"{'a': 0.5, 'e': 0.99939975}",20,0,-154.32414145151762,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
51,False,"{'a': 0.5, 'e': 0.999375}",30,0,-149.98213189500544,"{0: 17, 1: 4, 2: 7, 3: 0, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.99934975}",25,0,-152.63561537487442,"{0: 10, 1: 3, 2: 11, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.999324}",20,0,-92.83442493243203,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
54,False,"{'a': 0.5, 'e': 0.99929775}",30,0,-132.27383827713618,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.999271}",20,0,-270.4548978468609,"{0: 6, 1: 2, 2: 6, 3: 2, 4: 4}",0
56,False,"{'a': 0.5, 'e': 0.99924375}",25,0,-74.89954709205469,"{0: 15, 1: 4, 2: 5, 3: 1, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.999216}",30,0,-89.95775504618118,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.99918775}",25,0,-73.78336331984858,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
59,False,"{'a': 0.5, 'e': 0.999159}",20,0,-39.382486724721986,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.99912975}",20,0,-68.50017909286308,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.9991}",20,0,-102.37943264103241,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.99906975}",35,0,-156.78922430603876,"{0: 25, 1: 2, 2: 4, 3: 1, 4: 3}",0
63,False,"{'a': 0.5, 'e': 0.999039}",25,0,-160.557769446837,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
64,False,"{'a': 0.5, 'e': 0.99900775}",25,0,-40.53105958623257,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.998976}",20,0,-35.896820224840724,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
66,False,"{'a': 0.5, 'e': 0.99894375}",20,0,-81.6909895212703,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.998911}",20,0,-81.174746525586,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.99887775}",20,0,-57.320733456072915,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
69,False,"{'a': 0.5, 'e': 0.998844}",25,0,-143.2600435508959,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
70,False,"{'a': 0.5, 'e': 0.99880975}",25,0,-128.7967750869862,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.998775}",20,0,-69.34373962955851,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.99873975}",25,0,-226.93100814536083,"{0: 13, 1: 2, 2: 5, 3: 1, 4: 4}",0
73,False,"{'a': 0.5, 'e': 0.998704}",20,0,-159.14428062682512,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.99866775}",30,1,-38.42174398174388,"{0: 22, 1: 1, 2: 6, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.998631}",25,0,-104.48163847811541,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.99859375}",25,1,-95.1397624825953,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 2}",1
77,False,"{'a': 0.5, 'e': 0.998556}",20,0,-114.89521786260143,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.99851775}",25,0,-123.33497617498729,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
79,False,"{'a': 0.5, 'e': 0.998479}",30,0,-201.23289923445773,"{0: 20, 1: 2, 2: 3, 3: 1, 4: 4}",0
80,False,"{'a': 0.5, 'e': 0.99843975}",20,0,-103.91704128061923,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9984}",20,0,-64.42349920751082,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.99835975}",25,0,-123.83470249903837,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.998319}",20,0,-67.50241319228202,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.99827775}",20,0,-167.07282776215922,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
85,False,"{'a': 0.5, 'e': 0.998236}",30,0,-129.99163815074726,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
86,False,"{'a': 0.5, 'e': 0.99819375}",20,0,-150.8539117865439,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.998151}",25,0,-154.1006661103565,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.99810775}",25,13,-16.90916630504021,"{0: 7, 1: 4, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.998064}",30,0,-59.307584895652866,"{0: 22, 1: 2, 2: 5, 3: 1, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.99801975}",30,0,-160.04178303254307,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
91,False,"{'a': 0.5, 'e': 0.997975}",20,0,-76.05648403307256,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.99792975}",25,0,-119.10818900367859,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
93,False,"{'a': 0.5, 'e': 0.997884}",20,0,-59.60607688340087,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.99783775}",20,0,-69.56239842021682,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.997791}",20,0,-54.81954968355393,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
96,False,"{'a': 0.5, 'e': 0.99774375}",25,0,-67.38645671946689,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.997696}",20,3,-49.68233054327425,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
98,False,"{'a': 0.5, 'e': 0.99764775}",20,0,-98.3032494454004,"{0: 9, 1: 2, 2: 8, 3: 1, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.997599}",25,0,-165.46042507794928,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
100,False,"{'a': 0.5, 'e': 0.99754975}",20,0,-32.03600563984842,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.9975}",25,0,-71.91238032271508,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.99744975}",25,0,-202.4082239174026,"{0: 10, 1: 3, 2: 8, 3: 2, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.997399}",20,0,-79.83731672831476,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.99734775}",30,0,-157.75748821253663,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
105,False,"{'a': 0.5, 'e': 0.997296}",20,5,-97.88717541070183,"{0: 7, 1: 1, 2: 6, 3: 0, 4: 1}",1
106,False,"{'a': 0.5, 'e': 0.99724375}",20,0,-72.70619349313934,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
107,False,"{'a': 0.5, 'e': 0.997191}",20,0,-174.1282629628668,"{0: 7, 1: 7, 2: 3, 3: 0, 4: 3}",0
108,False,"{'a': 0.5, 'e': 0.99713775}",20,0,-97.03314619698492,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.997084}",20,0,-217.99828016371848,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
110,False,"{'a': 0.5, 'e': 0.99702975}",20,16,5.412143775450509,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.996975}",20,15,-11.597401974343633,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.99691975}",20,0,-40.37457611660891,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.996864}",30,0,-57.712638357886846,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.99680775}",35,0,-258.39544485730625,"{0: 17, 1: 5, 2: 9, 3: 0, 4: 4}",0
115,False,"{'a': 0.5, 'e': 0.996751}",25,0,-165.8873897751254,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
116,False,"{'a': 0.5, 'e': 0.99669375}",30,0,-158.99282488222937,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 3}",0
117,False,"{'a': 0.5, 'e': 0.996636}",25,0,-96.04355537144744,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.99657775}",25,0,-164.38631781806774,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
119,False,"{'a': 0.5, 'e': 0.996519}",20,0,-104.0067291158449,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.99645975}",20,0,-256.87883651527477,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 5}",0
121,False,"{'a': 0.5, 'e': 0.9964}",20,0,-127.14742520545623,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
122,False,"{'a': 0.5, 'e': 0.99633975}",30,0,-160.29828188129852,"{0: 16, 1: 5, 2: 5, 3: 3, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.996279}",25,0,-217.12769175577006,"{0: 10, 1: 3, 2: 9, 3: 0, 4: 3}",0
124,False,"{'a': 0.5, 'e': 0.99621775}",30,0,-174.62650575747318,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 2}",0
125,False,"{'a': 0.5, 'e': 0.996156}",25,3,-52.05988882767072,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.99609375}",20,0,-45.66833531049304,"{0: 11, 1: 7, 2: 2, 3: 0, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.996031}",25,0,-48.67686227811649,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.99596775}",20,0,-176.52430085804974,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
129,False,"{'a': 0.5, 'e': 0.995904}",20,0,-32.74683344191657,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
130,False,"{'a': 0.5, 'e': 0.99583975}",25,0,-29.471362335389767,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.995775}",25,0,-109.93568470188119,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.99570975}",30,0,-133.2786345486127,"{0: 19, 1: 1, 2: 7, 3: 2, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.995644}",25,15,-55.30968755041801,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.99557775}",20,0,-179.28267142338402,"{0: 10, 1: 0, 2: 7, 3: 0, 4: 3}",0
135,False,"{'a': 0.5, 'e': 0.995511}",20,0,-70.45060576050861,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.99544375}",25,0,-76.4084559962336,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
137,False,"{'a': 0.5, 'e': 0.995376}",25,1,-70.28881688699194,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.99530775}",35,0,-373.92509641838427,"{0: 16, 1: 3, 2: 7, 3: 3, 4: 6}",0
139,False,"{'a': 0.5, 'e': 0.995239}",35,0,-135.10176363972656,"{0: 17, 1: 11, 2: 6, 3: 0, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.99516975}",30,0,-132.47894462633002,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
141,False,"{'a': 0.5, 'e': 0.9951}",20,0,-54.451948836161684,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.99502975}",25,0,-122.70770006619163,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.994959}",25,0,-155.91912201889835,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
144,False,"{'a': 0.5, 'e': 0.99488775}",20,0,-104.35188668636204,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.994816}",20,0,-155.8566880911577,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.99474375}",20,0,-67.53992421245214,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.994671}",30,0,-91.34425833816596,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.99459775}",20,9,-110.65126998470944,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 2}",1
149,False,"{'a': 0.5, 'e': 0.994524}",30,0,-203.306520619014,"{0: 14, 1: 6, 2: 7, 3: 0, 4: 3}",0
150,False,"{'a': 0.5, 'e': 0.99444975}",20,0,-72.07819901991715,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.994375}",20,0,-117.56494730313396,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.99429975}",25,0,-57.68581066536368,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.994224}",30,0,-141.05484725054058,"{0: 15, 1: 4, 2: 10, 3: 0, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.99414775}",30,0,-100.65023174186166,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.994071}",25,0,-76.57299043406127,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
156,False,"{'a': 0.5, 'e': 0.99399375}",30,0,-133.32223961979446,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.993916}",25,0,-83.11444532355803,"{0: 15, 1: 3, 2: 5, 3: 2, 4: 0}",0
158,False,"{'a': 0.5, 'e': 0.99383775}",35,27,12.02246211313378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.993759}",20,0,-98.58930947080555,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.99367975}",30,0,-205.95850476973314,"{0: 14, 1: 2, 2: 11, 3: 1, 4: 2}",0
161,False,"{'a': 0.5, 'e': 0.9936}",30,0,-121.67939714150924,"{0: 19, 1: 5, 2: 4, 3: 0, 4: 2}",0
162,False,"{'a': 0.5, 'e': 0.99351975}",25,0,-247.9931762497724,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 5}",0
163,False,"{'a': 0.5, 'e': 0.993439}",20,0,-51.34550796751972,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.99335775}",25,7,-108.13664472342954,"{0: 8, 1: 3, 2: 6, 3: 0, 4: 1}",1
165,False,"{'a': 0.5, 'e': 0.993276}",20,0,-57.883697169371644,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.99319375}",20,0,-53.50387417046059,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.993111}",20,0,-154.9314437783167,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
168,False,"{'a': 0.5, 'e': 0.99302775}",20,0,-155.18927514457795,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
169,False,"{'a': 0.5, 'e': 0.992944}",20,0,-77.31792489871661,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.99285975}",25,0,-72.84761900090506,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
171,False,"{'a': 0.5, 'e': 0.992775}",20,0,-134.78485776398716,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.99268975}",25,0,-141.33462437493912,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.992604}",30,0,-259.91886000442224,"{0: 15, 1: 6, 2: 4, 3: 0, 4: 5}",0
174,False,"{'a': 0.5, 'e': 0.99251775}",25,0,-167.62440663312887,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
175,False,"{'a': 0.5, 'e': 0.992431}",35,0,-335.7732568712844,"{0: 18, 1: 6, 2: 4, 3: 0, 4: 7}",0
176,False,"{'a': 0.5, 'e': 0.99234375}",25,7,-141.8563013140957,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 3}",1
177,False,"{'a': 0.5, 'e': 0.992256}",30,0,-226.81383425319962,"{0: 17, 1: 3, 2: 5, 3: 1, 4: 4}",0
178,False,"{'a': 0.5, 'e': 0.99216775}",25,0,-160.40080554812909,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
179,False,"{'a': 0.5, 'e': 0.992079}",25,0,-122.26592025404827,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.99198975}",20,0,-79.7322756371351,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.9919}",30,0,-56.753630934545804,"{0: 21, 1: 5, 2: 3, 3: 1, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.99180975}",25,0,-135.20182769815688,"{0: 12, 1: 4, 2: 8, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.991719}",35,0,-89.20942258572403,"{0: 26, 1: 1, 2: 7, 3: 0, 4: 1}",0
184,False,"{'a': 0.5, 'e': 0.99162775}",25,0,-93.64597900074777,"{0: 18, 1: 3, 2: 2, 3: 0, 4: 2}",0
185,False,"{'a': 0.5, 'e': 0.991536}",25,0,-194.18967119226983,"{0: 9, 1: 4, 2: 10, 3: 0, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.99144375}",30,0,-105.76193330295972,"{0: 20, 1: 7, 2: 1, 3: 0, 4: 2}",0
187,False,"{'a': 0.5, 'e': 0.991351}",20,0,-34.65834037154312,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.99125775}",20,0,-86.32223734990166,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
189,False,"{'a': 0.5, 'e': 0.991164}",25,0,-142.98805984534476,"{0: 12, 1: 6, 2: 5, 3: 0, 4: 2}",0
190,False,"{'a': 0.5, 'e': 0.99106975}",25,0,-218.13050776432223,"{0: 12, 1: 6, 2: 2, 3: 1, 4: 4}",0
191,False,"{'a': 0.5, 'e': 0.990975}",20,0,-100.28058791623937,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.99087975}",25,0,-43.753570329907376,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
